au_id,ARTICLES,DURATION,ARTIPERYEAR,DEGREE-I,DEGREE-O,CLOSS-I,CLOSS-O,BETT,HITS-HUB,HITS-AUT,SH-EFF,SH-ES,SH-CONSTR,SH-HIERARCHY
717,2,1,2,0,0.002,0,0.005,0,0,0.013,1,1,1,1
720,2,1,2,0.002,0,0.035,0,0,0,0,1,1,1,1
721,2,1,2,0.002,0,0.026,0,0,0.003,0,1,1,1,1
724,4,7,0.571,0.003,0.002,0.046,0.002,0,0.007,0,1,2,0.781,0.859
725,2,1,2,0.002,0,0.019,0,0,0,0,1,1,1,1
729,2,1,2,0,0.003,0,0.006,0,0,0.001,1,2,0.5,0
730,6,7,0.857,0.003,0.014,0.022,0.022,0.002,0.001,0.009,0.844,6.75,0.333,0.467
731,2,1,2,0,0.002,0,0.003,0,0,0,1,1,1,1
734,2,1,2,0.003,0,0.016,0,0,0,0,1,2,0.5,0
743,2,1,2,0.002,0,0.019,0,0,0.004,0,1,1,1,1
744,2,1,2,0.002,0,0.027,0,0,0,0,1,1,1,1
746,2,1,2,0.002,0,0.027,0,0,0,0,1,1,1,1
751,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
757,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
759,2,1,2,0.002,0,0.003,0,0,0,0,1,1,1,1
762,4,1,4,0.002,0.002,0.019,0.013,0,0.004,0.004,0.667,1.333,0.583,0.002
763,2,2,1,0,0.005,0,0.071,0,0,0.183,1,3,0.333,0
768,2,1,2,0,0.002,0,0.002,0,0,0.001,1,1,1,1
769,2,1,2,0.002,0,0.004,0,0,0,0,1,1,1,1
771,2,1,2,0,0.003,0,0.052,0,0,0,1,2,0.5,0
773,2,1,2,0,0.002,0,0.036,0,0,0.007,1,1,1,1
776,2,1,2,0.002,0,0.021,0,0,0,0,1,1,1,1
777,4,8,0.5,0.005,0.01,0.032,0.069,0.028,0.002,0,0.974,7.792,0.211,0.358
778,2,1,2,0.002,0,0.003,0,0,0.001,0,1,1,1,1
781,2,1,2,0.002,0,0.002,0,0,0.018,0,1,1,1,1
789,2,1,2,0,0.002,0,0.02,0,0,0.005,1,1,1,1
791,2,1,2,0.002,0,0.002,0,0,0.003,0,1,1,1,1
793,2,1,2,0,0.002,0,0.002,0,0,0,1,1,1,1
796,2,1,2,0.002,0,0.007,0,0,0.003,0,1,1,1,1
800,2,7,0.286,0.002,0,0.02,0,0,0,0,1,1,1,1
801,2,1,2,0,0.003,0,0.05,0,0,0,1,2,0.5,0
810,2,1,2,0.002,0,0.045,0,0,0.007,0,1,1,1,1
818,2,1,2,0.002,0,0.006,0,0,0.001,0,1,1,1,1
819,2,1,2,0.002,0,0.006,0,0,0.057,0,1,1,1,1
830,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
832,2,6,0.333,0.005,0,0.007,0,0,0,0,0.778,2.333,0.535,0.047
833,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
843,2,1,2,0,0.002,0,0.046,0,0,0.022,1,1,1,1
845,2,1,2,0,0.002,0,0.006,0,0,0.015,1,1,1,1
852,2,15,0.133,0,0.007,0,0.014,0,0,0.001,0.875,3.5,0.347,0.045
853,2,1,2,0,0.002,0,0.06,0,0,0,1,1,1,1
856,2,1,2,0,0.003,0,0.003,0,0,0,1,2,0.5,0
870,2,1,2,0.002,0,0.02,0,0,0.029,0,1,1,1,1
874,4,3,1.333,0.002,0.003,0.022,0.012,0,0,0.004,1,2,0.625,0.531
876,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
878,2,1,2,0,0.002,0,0.071,0,0,0,1,1,1,1
884,4,8,0.5,0.003,0.002,0.019,0.002,0,0,0,1,3,0.375,0.21
887,2,1,2,0,0.002,0,0.058,0,0,0.148,1,1,1,1
888,2,1,2,0.002,0,0.002,0,0,0.004,0,1,1,1,1
890,2,1,2,0.002,0,0.025,0,0,0.009,0,1,1,1,1
896,2,1,2,0.002,0,0.003,0,0,0.002,0,1,1,1,1
901,2,1,2,0,0.002,0,0.033,0,0,0,1,1,1,1
902,2,1,2,0.002,0,0.027,0,0,0,0,1,1,1,1
904,2,1,2,0.002,0,0.02,0,0,0.029,0,1,1,1,1
914,2,1,2,0.002,0,0.006,0,0,0.001,0,1,1,1,1
915,6,14,0.429,0.02,0.01,0.025,0.015,0.004,0.019,0,0.975,15.595,0.093,0.102
916,2,1,2,0.002,0,0.011,0,0,0,0,1,1,1,1
918,4,1,4,0.002,0.003,0.019,0.003,0,0,0,1,3,0.333,0
920,2,1,2,0.002,0,0.017,0,0,0.01,0,1,1,1,1
922,2,1,2,0.002,0,0.004,0,0,0.004,0,1,1,1,1
924,2,1,2,0.002,0,0.002,0,0,0.001,0,1,1,1,1
925,2,1,2,0,0.002,0,0.004,0,0,0.004,1,1,1,1
926,2,1,2,0.002,0,0.035,0,0,0,0,1,1,1,1
927,2,1,2,0,0.002,0,0.004,0,0,0,1,1,1,1
929,2,1,2,0.002,0,0.005,0,0,0,0,1,1,1,1
932,2,1,2,0.002,0,0.017,0,0,0.01,0,1,1,1,1
938,2,1,2,0.002,0,0.002,0,0,0.003,0,1,1,1,1
940,2,1,2,0,0.003,0,0.003,0,0,0,1,2,0.556,0.278
941,6,13,0.462,0.01,0.007,0.046,0.058,0.027,0.155,0.11,0.955,8.595,0.157,0.165
943,2,1,2,0,0.002,0,0.006,0,0,0.015,1,1,1,1
946,2,1,2,0.002,0,0.006,0,0,0.057,0,1,1,1,1
948,2,1,2,0.002,0,0.02,0,0,0.002,0,1,1,1,1
950,2,7,0.286,0.005,0,0.005,0,0,0,0,1,3,0.333,0
955,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
956,2,1,2,0.003,0,0.005,0,0,0,0,0.5,1,0.953,0.024
957,2,1,2,0.002,0,0.047,0,0,0,0,1,1,1,1
962,4,1,4,0.002,0.002,0.02,0.002,0,0,0,1,2,0.5,0
963,2,1,2,0.002,0,0.002,0,0,0.003,0,1,1,1,1
970,2,1,2,0,0.005,0,0.021,0,0,0.005,0.852,2.556,0.378,0.006
974,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
980,2,1,2,0.002,0,0.003,0,0,0.014,0,1,1,1,1
981,2,1,2,0,0.003,0,0.023,0,0,0,1,2,0.5,0
990,4,4,1,0.003,0,0.023,0,0,0.12,0,0.5,1,0.937,0.175
1001,6,2,3,0.003,0.003,0.031,0.003,0,0,0,0.917,3.667,0.34,0.048
1003,2,2,1,0.003,0,0.006,0,0,0.014,0,0.75,1.5,0.637,0.012
1009,6,4,1.5,0.005,0.014,0.005,0.03,0,0,0.019,0.942,9.421,0.161,0.106
1013,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1018,2,1,2,0.002,0,0.018,0,0,0.034,0,1,1,1,1
1039,4,3,1.333,0.003,0,0.003,0,0,0,0,1,2,0.5,0
1040,2,1,2,0.002,0,0.016,0,0,0.021,0,1,1,1,1
1044,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1051,6,14,0.429,0.005,0.002,0.005,0.002,0,0,0,0.875,3.5,0.406,0.055
1054,2,1,2,0,0.002,0,0.058,0,0,0.148,1,1,1,1
1056,6,5,1.2,0.003,0.007,0.027,0.062,0.016,0,0.027,0.917,4.583,0.286,0.155
1064,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1067,2,1,2,0.002,0,0.003,0,0,0.014,0,1,1,1,1
1069,2,1,2,0.002,0,0.004,0,0,0.001,0,1,1,1,1
1071,2,1,2,0.002,0,0.047,0,0,0,0,1,1,1,1
1073,6,15,0.4,0.007,0.005,0.043,0.006,0.001,0.058,0.005,0.965,6.756,0.176,0.137
1074,2,1,2,0,0.002,0,0.036,0,0,0.007,1,1,1,1
1087,2,1,2,0.002,0,0.035,0,0,0.001,0,1,1,1,1
1090,4,8,0.5,0.002,0.003,0.002,0.014,0,0,0.004,1,3,0.333,0
1098,2,1,2,0.002,0,0.017,0,0,0.01,0,1,1,1,1
1100,2,1,2,0.002,0,0.024,0,0,0.067,0,1,1,1,1
1101,2,1,2,0.002,0,0.017,0,0,0.01,0,1,1,1,1
1102,4,12,0.333,0.003,0.005,0.023,0.06,0.007,0.096,0.038,1,4,0.278,0.139
1112,2,1,2,0,0.002,0,0.01,0,0,0.001,1,1,1,1
1117,2,1,2,0.002,0,0.017,0,0,0.01,0,1,1,1,1
1120,2,1,2,0,0.003,0,0.005,0,0,0,1,2,0.5,0
1121,2,1,2,0.002,0,0.003,0,0,0,0,1,1,1,1
1122,2,1,2,0,0.002,0,0.058,0,0,0.148,1,1,1,1
1127,2,1,2,0,0.002,0,0.002,0,0,0.013,1,1,1,1
1129,4,5,0.8,0.002,0.002,0.021,0.047,0,0.03,0.043,1,1,1,1
1130,2,1,2,0.002,0,0.003,0,0,0.014,0,1,1,1,1
1133,8,12,0.667,0.007,0.002,0.007,0.002,0,0.001,0,1,5,0.222,0.139
1135,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1146,2,1,2,0,0.002,0,0.002,0,0,0,1,1,1,1
1150,4,1,4,0.003,0,0.031,0,0,0.003,0,0.5,1,0.878,0.004
1151,2,1,2,0.003,0,0.021,0,0,0,0,1,2,0.5,0
1152,2,1,2,0.002,0,0.029,0,0,0,0,1,1,1,1
1155,2,1,2,0.002,0,0.029,0,0,0.001,0,1,1,1,1
1157,2,1,2,0.002,0,0.024,0,0,0.067,0,1,1,1,1
1160,2,1,2,0.002,0,0.033,0,0,0.001,0,1,1,1,1
1162,2,1,2,0.002,0,0.002,0,0,0.021,0,1,1,1,1
1169,2,1,2,0.002,0,0.002,0,0,0.003,0,1,1,1,1
1171,4,1,4,0.003,0,0.032,0,0,0,0,0.667,1.333,0.688,0.013
1175,2,1,2,0,0.005,0,0.005,0,0,0,1,3,0.333,0
1176,2,1,2,0.002,0,0.022,0,0,0,0,1,1,1,1
1177,2,1,2,0,0.003,0,0.005,0,0,0,1,2,0.556,0.278
1178,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1179,2,1,2,0.002,0,0.007,0,0,0.003,0,1,1,1,1
1181,2,1,2,0.002,0,0.036,0,0,0.016,0,1,1,1,1
1182,2,1,2,0.002,0,0.018,0,0,0.034,0,1,1,1,1
1185,2,1,2,0,0.002,0,0.022,0,0,0,1,1,1,1
1193,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1195,2,1,2,0,0.002,0,0.012,0,0,0.012,1,1,1,1
1197,2,1,2,0.002,0,0.035,0,0,0,0,1,1,1,1
1202,4,4,1,0.002,0.005,0.023,0.058,0.001,0.006,0.001,0.792,2.375,0.49,0.198
1204,2,1,2,0.002,0,0.016,0,0,0.021,0,1,1,1,1
1207,4,8,0.5,0.002,0.002,0.003,0.005,0,0,0,1,1,1,1
1209,2,1,2,0.002,0,0.003,0,0,0.002,0,1,1,1,1
1210,4,1,4,0.003,0,0.004,0,0,0,0,1,2,0.5,0
1212,2,3,0.667,0.003,0,0.037,0,0,0.003,0,0.5,1,0.991,0.044
1214,2,1,2,0.002,0,0.006,0,0,0.001,0,1,1,1,1
1216,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1219,2,1,2,0.002,0,0.002,0,0,0.046,0,1,1,1,1
1225,2,1,2,0,0.005,0,0.057,0,0,0.06,0.778,2.333,0.531,0.047
1226,6,13,0.462,0.003,0.003,0.023,0.058,0,0.103,0.155,0.729,2.188,0.729,0.741
1229,2,2,1,0.003,0,0.005,0,0,0.001,0,1,2,0.5,0
1233,2,1,2,0,0.002,0,0.011,0,0,0,1,1,1,1
1236,4,18,0.222,0.005,0.017,0.022,0.024,0.006,0.023,0.001,1,13,0.111,0.277
1238,2,1,2,0,0.002,0,0.058,0,0,0.148,1,1,1,1
1240,2,1,2,0,0.003,0,0.008,0,0,0.016,1,2,0.5,0
1245,2,1,2,0.002,0,0.023,0,0,0.091,0,1,1,1,1
1248,2,1,2,0.002,0,0.011,0,0,0,0,1,1,1,1
1249,6,5,1.2,0.003,0.007,0.037,0.011,0,0.005,0.011,0.81,4.05,0.477,0.418
1251,2,1,2,0,0.002,0,0.002,0,0,0,1,1,1,1
1252,2,2,1,0,0.002,0,0.046,0,0,0.022,1,1,1,1
1256,2,3,0.667,0,0.003,0,0.006,0,0,0.013,1,2,0.556,0.278
1262,4,4,1,0.002,0.002,0.023,0.052,0.001,0.067,0,0.861,1.722,0.621,0.163
1264,2,1,2,0.002,0,0.022,0,0,0,0,1,1,1,1
1265,4,3,1.333,0.002,0.003,0.02,0.005,0.001,0.013,0,1,3,0.333,0
1268,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1272,6,12,0.5,0.014,0.01,0.028,0.01,0.001,0.072,0,1,13,0.082,0.054
1274,8,16,0.5,0.005,0.014,0.023,0.056,0.002,0.123,0.134,0.79,7.112,0.447,0.745
1276,2,1,2,0.002,0,0.017,0,0,0,0,1,1,1,1
1279,4,11,0.364,0.003,0,0.003,0,0,0.001,0,1,2,0.5,0
1282,2,1,2,0,0.002,0,0.005,0,0,0.003,1,1,1,1
1284,6,6,1,0.003,0.003,0.004,0.009,0,0,0.002,1,4,0.25,0
1288,4,1,4,0.002,0.003,0.004,0.003,0,0.001,0.004,1,3,0.333,0
1292,2,3,0.667,0.003,0,0.023,0,0,0.019,0,1,2,0.5,0
1294,4,17,0.235,0.003,0.005,0.005,0.005,0,0,0,1,5,0.2,0
1295,2,1,2,0.002,0,0.019,0,0,0,0,1,1,1,1
1296,2,1,2,0.002,0,0.003,0,0,0,0,1,1,1,1
1301,4,9,0.444,0.002,0.003,0.023,0.058,0,0.067,0.155,1,2,0.625,0.531
1303,4,4,1,0.002,0.003,0.003,0.011,0,0,0,1,2,0.625,0.531
1304,4,8,0.5,0.002,0.002,0.02,0.002,0,0.029,0.021,1,2,0.5,0
1305,2,4,0.5,0,0.003,0,0.034,0,0,0,1,2,0.5,0
1306,6,13,0.462,0.014,0.012,0.041,0.016,0.005,0.054,0.002,1,15,0.067,0
1313,4,4,1,0.003,0,0.023,0,0,0.12,0,0.5,1,0.937,0.175
1314,2,1,2,0,0.002,0,0.011,0,0,0,1,1,1,1
1316,4,6,0.667,0.003,0.003,0.023,0.052,0.008,0.006,0.003,0.875,3.5,0.377,0.045
1317,4,5,0.8,0.003,0.007,0.023,0.056,0,0.12,0.085,0.729,2.914,0.655,0.307
1318,2,1,2,0,0.002,0,0.051,0,0,0.015,1,1,1,1
1319,2,1,2,0.002,0,0.022,0,0,0,0,1,1,1,1
1322,6,12,0.5,0.015,0.012,0.053,0.052,0.028,0.103,0.147,0.983,13.762,0.109,0.26
1323,4,6,0.667,0.002,0.002,0.002,0.058,0,0.043,0.148,0.75,1.5,0.688,0.029
1324,4,5,0.8,0.002,0.005,0.002,0.059,0.001,0,0.201,0.881,3.524,0.38,0.251
1325,4,3,1.333,0.002,0.002,0.006,0.05,0,0.001,0.034,1,2,0.5,0
1326,2,1,2,0,0.002,0,0.011,0,0,0,1,1,1,1
1329,2,1,2,0.002,0,0.031,0,0,0,0,1,1,1,1
1330,4,8,0.5,0.002,0.003,0.036,0.003,0.001,0.024,0,1,3,0.333,0
1332,2,5,0.4,0,0.005,0,0.056,0,0,0.056,0.867,2.6,0.542,0.107
1333,4,1,4,0.002,0.002,0.022,0.012,0.002,0,0.012,1,2,0.5,0
1334,2,1,2,0,0.003,0,0.013,0,0,0.004,1,2,0.5,0
1344,4,4,1,0.002,0.002,0.02,0.002,0,0.002,0,1,2,0.556,0.278
1347,6,7,0.857,0.007,0.003,0.045,0.04,0.001,0.031,0.075,0.907,4.536,0.305,0.375
1348,2,1,2,0,0.002,0,0.045,0,0,0,1,1,1,1
1350,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1352,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1358,4,6,0.667,0.002,0.003,0.002,0.037,0.001,0,0,1,3,0.333,0
1359,2,3,0.667,0.002,0,0.019,0,0,0,0,1,1,1,1
1361,2,9,0.222,0.005,0,0.048,0,0,0.01,0,1,3,0.333,0
1363,4,3,1.333,0.003,0.003,0.035,0.004,0.001,0.022,0.014,0.8,3.2,0.453,0.102
1364,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1365,4,8,0.5,0.003,0,0.017,0,0,0,0,1,2,0.5,0
1367,2,1,2,0,0.005,0,0.057,0,0,0.014,0.833,2.5,0.445,0.016
1372,2,1,2,0.002,0,0.004,0,0,0,0,1,1,1,1
1373,2,1,2,0.002,0,0.023,0,0,0.001,0,1,1,1,1
1374,4,13,0.308,0.012,0.008,0.029,0.054,0.004,0.2,0.139,0.979,10.766,0.135,0.181
1375,8,12,0.667,0.008,0.014,0.031,0.033,0.007,0.005,0.072,0.993,10.925,0.119,0.186
1376,4,6,0.667,0.002,0.003,0.027,0.025,0,0.016,0.001,1,2,0.68,0.677
1377,2,1,2,0,0.005,0,0.022,0,0,0.005,1,3,0.375,0.21
1380,8,9,0.889,0.015,0.012,0.026,0.02,0.006,0.004,0.002,0.922,11.063,0.207,0.339
1382,4,10,0.4,0.002,0.014,0.021,0.061,0.008,0.001,0.019,0.963,8.667,0.16,0.098
1389,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1391,4,8,0.5,0.003,0.008,0.03,0.052,0.002,0.003,0.013,0.861,5.167,0.327,0.397
1392,6,9,0.667,0.007,0.01,0.037,0.061,0.027,0.05,0.002,0.912,8.212,0.217,0.281
1393,2,1,2,0.002,0,0.035,0,0,0.001,0,1,1,1,1
1394,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1395,2,1,2,0.002,0,0.006,0,0,0.001,0,1,1,1,1
1397,4,1,4,0.002,0.002,0.018,0.007,0,0,0.015,1,1,1,1
1398,2,1,2,0,0.002,0,0.014,0,0,0,1,1,1,1
1401,2,1,2,0,0.003,0,0.003,0,0,0,1,2,0.5,0
1402,2,1,2,0,0.002,0,0.047,0,0,0.043,1,1,1,1
1403,4,6,0.667,0.005,0.003,0.029,0.014,0.006,0.008,0.001,0.778,3.889,0.413,0.165
1410,2,1,2,0,0.002,0,0.051,0,0,0.021,1,1,1,1
1413,4,8,0.5,0.002,0.015,0.002,0.071,0.001,0,0.015,1,10,0.111,0.097
1414,2,1,2,0,0.003,0,0.008,0,0,0.002,1,2,0.5,0
1420,4,7,0.571,0.002,0.003,0.02,0.003,0.001,0.029,0,1,3,0.333,0
1421,4,9,0.444,0.003,0.003,0.031,0.005,0.001,0,0,1,4,0.28,0.168
1426,2,1,2,0.002,0,0.004,0,0,0.001,0,1,1,1,1
1427,2,1,2,0,0.002,0,0.002,0,0,0,1,1,1,1
1428,6,16,0.375,0.017,0.027,0.026,0.066,0.017,0.143,0.422,0.948,18.97,0.154,0.463
1432,4,3,1.333,0.002,0.003,0.002,0.058,0,0.034,0.155,0.722,1.444,0.911,0
1433,2,1,2,0.002,0,0.003,0,0,0,0,1,1,1,1
1434,6,7,0.857,0.003,0.01,0.003,0.012,0,0,0.001,0.969,7.75,0.157,0.028
1438,4,1,4,0.002,0.002,0.039,0.002,0,0,0,1,2,0.5,0
1439,6,23,0.261,0.012,0.01,0.012,0.015,0,0,0.013,0.985,11.821,0.104,0.097
1444,6,10,0.6,0.007,0.012,0.019,0.062,0.006,0.042,0.047,1,10,0.164,0.441
1446,2,1,2,0.002,0,0.024,0,0,0.015,0,1,1,1,1
1449,2,1,2,0.002,0,0.003,0,0,0,0,1,1,1,1
1450,2,1,2,0,0.002,0,0.006,0,0,0.015,1,1,1,1
1452,2,1,2,0,0.007,0,0.044,0,0,0.099,0.891,3.563,0.338,0.034
1453,4,2,2,0.003,0.002,0.04,0.002,0,0,0,1,3,0.333,0
1456,4,3,1.333,0.005,0,0.01,0,0,0.003,0,0.792,2.375,0.461,0.239
1458,6,8,0.75,0.003,0.012,0.008,0.083,0.002,0.008,0.262,0.938,7.5,0.177,0.1
1460,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1461,2,1,2,0.002,0,0.002,0,0,0.004,0,1,1,1,1
1462,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1463,4,13,0.308,0.003,0.003,0.005,0.003,0,0,0,0.875,3.5,0.377,0.045
1465,4,3,1.333,0.002,0.003,0.003,0.003,0,0.014,0.003,0.833,2.5,0.432,0.031
1467,4,6,0.667,0.008,0,0.01,0,0,0.017,0,0.92,4.6,0.28,0.065
1468,2,1,2,0.002,0,0.019,0,0,0,0,1,1,1,1
1469,2,1,2,0.002,0,0.002,0,0,0,0,1,1,1,1
1470,2,1,2,0.002,0,0.027,0,0,0.016,0,1,1,1,1
1471,2,1,2,0,0.005,0,0.011,0,0,0,1,3,0.333,0
1473,2,2,1,0.003,0,0.007,0,0,0.008,0,0.792,1.583,0.577,0
1474,2,1,2,0,0.002,0,0.002,0,0,0.001,1,1,1,1
1475,2,1,2,0.002,0,0.006,0,0,0.007,0,1,1,1,1
1477,2,1,2,0.002,0,0.005,0,0,0,0,1,1,1,1
1478,2,1,2,0,0.002,0,0.002,0,0,0,1,1,1,1
1479,2,1,2,0.002,0,0.002,0,0,0.005,0,1,1,1,1
